127.0.0.1 - - [19/Dec/2025:09:03:08 +0900] "GET / HTTP/1.1" 200 116
172.10.12.45 - - [19/Dec/2025:10:48:54 +0900] "GET /nexacroN_v24/samsung_mln/index.html HTTP/1.1" 200 3309
172.10.12.45 - - [19/Dec/2025:10:48:54 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/framework/Framework.js HTTP/1.1" 200 1348196
172.10.12.45 - - [19/Dec/2025:10:48:54 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/ComComp.js HTTP/1.1" 200 1605354
172.10.12.45 - - [19/Dec/2025:10:48:54 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/DeviceAPI.js HTTP/1.1" 200 169389
172.10.12.45 - - [19/Dec/2025:10:48:54 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/Grid.js HTTP/1.1" 200 636524
172.10.12.45 - - [19/Dec/2025:10:48:54 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/CompBase.js HTTP/1.1" 200 1512657
172.10.12.45 - - [19/Dec/2025:10:48:54 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/ListView.js HTTP/1.1" 200 498415
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/MobileLib/Util.js HTTP/1.1" 200 59832
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/MobileLib/Frame.js HTTP/1.1" 200 8057
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/MobileLib/Transaction.js HTTP/1.1" 200 7567
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/MobileLib/Popup.js HTTP/1.1" 200 16646
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/MobileLib/Message.js HTTP/1.1" 200 6344
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/MobileComp.js HTTP/1.1" 200 477908
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/environment.xml.js HTTP/1.1" 200 5438
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/nexacrolib/component/MobileLib/Resize.js HTTP/1.1" 200 6158
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/theme.desktop.map.js HTTP/1.1" 200 209572
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/application.xadl.js HTTP/1.1" 200 19509
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/theme_desktop_chrome.css HTTP/1.1" 200 103813
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/ HTTP/1.1" 200 3309
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/frame/frmBase.xfdl.js HTTP/1.1" 200 15327
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/frame/frmLogin.xfdl.js HTTP/1.1" 200 7236
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/frame/frmWork.xfdl.js HTTP/1.1" 200 4180
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/frame/frmMenu.xfdl.js HTTP/1.1" 200 25994
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/btn_TF_Pre.png HTTP/1.1" 200 317
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/btn_TF_Menu.png HTTP/1.1" 200 242
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/edt_LOGIN_Id.png HTTP/1.1" 200 1909
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/sta_LOGIN_Logo.png HTTP/1.1" 200 3276
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/LoginBg.png HTTP/1.1" 200 139199
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/edt_LOGIN_Pw.png HTTP/1.1" 200 1828
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/chk_WF_box.png HTTP/1.1" 200 492
172.10.12.45 - - [19/Dec/2025:10:48:55 +0900] "GET /nexacroN_v24/samsung_mln/_resource_/_theme_/Mobile/images/btn_RF_Logout.png HTTP/1.1" 200 276
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/quickview.html?screenid=Desktop_screen&formname=Base::popup_1.xfdl HTTP/1.1" 200 10118
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/ErrorDefine.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/BasicObjs.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/LocaleSupport.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/SystemBase_Runtime.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/SystemBase_HTML5.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/SystemBase.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Device_Android.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Platform_Runtime.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Platform_HTML5.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/CssObjs.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Device.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Platform.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Device_Windows.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Device_iOS.js HTTP/1.1" 304 -
172.10.12.45 - - [19/Dec/2025:12:54:34 +0900] "GET /nexacroN_v24/24.0.0.901/20251212_901_Promise/nexacrolib/framework/Crypto.js HTTP/1.1" 304 -
