127.0.0.1 - - [03/Dec/2025:10:25:33 +0900] "GET / HTTP/1.1" 200 116
172.10.12.45 - - [03/Dec/2025:10:25:35 +0900] "GET /Table.html HTTP/1.1" 200 1855
172.10.12.45 - - [03/Dec/2025:10:25:35 +0900] "GET /favicon.ico HTTP/1.1" 200 21630
172.10.12.45 - - [03/Dec/2025:10:25:51 +0900] "GET /Table.html HTTP/1.1" 200 1861
172.10.12.45 - - [03/Dec/2025:10:26:15 +0900] "GET /Table.html HTTP/1.1" 200 1860
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/quickview.html?screenid=Desktop_screen&formname=FrameBase::Form_Work.xfdl HTTP/1.1" 200 3993
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/framework/Framework.js HTTP/1.1" 200 1348194
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/component/Grid.js HTTP/1.1" 200 636524
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/component/ComComp.js HTTP/1.1" 200 1605354
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/component/CompBase.js HTTP/1.1" 200 1512657
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/component/DeviceAPI.js HTTP/1.1" 200 169389
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/component/ListView.js HTTP/1.1" 200 498415
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/component/MobileComp.js HTTP/1.1" 200 477908
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/nexacrolib/component/Accessibility.js HTTP/1.1" 200 200781
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/environment.xml.js HTTP/1.1" 200 4894
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/Application_Desktop.xadl.quickview.js HTTP/1.1" 200 1989
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/theme.desktop.map.js HTTP/1.1" 200 234255
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/theme_desktop_chrome.css HTTP/1.1" 200 100516
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/FrameBase/Form_Work.xfdl.js HTTP/1.1" 200 5970
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/images/btn_WF_Hdec_D.png HTTP/1.1" 200 941
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/images/btn_WF_Vinc_D.png HTTP/1.1" 200 937
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/images/btn_WF_Vdec_D.png HTTP/1.1" 200 940
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/images/btn_WF_Vdec.png HTTP/1.1" 200 940
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/images/btn_WF_Hinc_D.png HTTP/1.1" 200 945
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/images/cmb_WF_Drop.png HTTP/1.1" 200 967
172.10.12.45 - - [03/Dec/2025:10:28:39 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/images/btn_WF_Vinc.png HTTP/1.1" 200 937
172.10.12.45 - - [03/Dec/2025:10:29:54 +0900] "GET /nexacroN_v24/master/testPro_AccTest/quickview.html?screenid=Desktop_screen&formname=FrameBase::Form_Work.xfdl HTTP/1.1" 304 -
172.10.12.45 - - [03/Dec/2025:10:29:54 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/theme_desktop_chrome.css HTTP/1.1" 304 -
172.10.12.45 - - [03/Dec/2025:10:29:54 +0900] "GET /nexacroN_v24/master/testPro_AccTest/_resource_/_theme_/blue/theme.desktop.map.js HTTP/1.1" 304 -
172.10.12.45 - - [03/Dec/2025:10:29:54 +0900] "GET /favicon.ico HTTP/1.1" 200 21630
172.10.12.45 - - [03/Dec/2025:10:29:54 +0900] "GET /nexacroN_v24/master/testPro_AccTest/FrameBase/Form_Work.xfdl.js HTTP/1.1" 200 6023
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/launch.html?screenid=Desktop_screen HTTP/1.1" 200 5758
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/framework/Framework.js HTTP/1.1" 200 1348194
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/ComComp.js HTTP/1.1" 200 1605354
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/Grid.js HTTP/1.1" 200 636524
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DeviceAPI.js HTTP/1.1" 200 169389
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/CompBase.js HTTP/1.1" 200 1512657
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/ListView.js HTTP/1.1" 200 498415
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/MobileComp.js HTTP/1.1" 200 477908
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/Accessibility.js HTTP/1.1" 200 200781
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Frame.js HTTP/1.1" 200 39713
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Comp.js HTTP/1.1" 200 22683
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Util.js HTTP/1.1" 200 70179
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Transaction.js HTTP/1.1" 200 10510
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Validation.js HTTP/1.1" 200 28894
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Popup.js HTTP/1.1" 200 27265
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/File.js HTTP/1.1" 200 2248
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Grid.js HTTP/1.1" 200 101843
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Rest.js HTTP/1.1" 200 15662
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/ExtLib.js HTTP/1.1" 200 4253
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Message.js HTTP/1.1" 200 14230
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Excel.js HTTP/1.1" 200 22218
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/CompOverride.js HTTP/1.1" 200 477
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/environment.xml.js HTTP/1.1" 200 5745
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/DevProLib/Css.js HTTP/1.1" 200 3216
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/nexacrolib/component/History/History.js HTTP/1.1" 200 15138
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/_resource_/_font_/PretendardGOV-Bold.subset.woff2 HTTP/1.1" 200 267248
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/_resource_/_theme_/NexaKRDS/images/UXPro_KRDS01.png HTTP/1.1" 200 1811
172.10.12.45 - - [03/Dec/2025:11:07:06 +0900] "GET /nexacroN_v24/24.0.0.900/Nexa_KRDS/_resource_/_font_/PretendardGOV-Regular.subset.woff2 HTTP/1.1" 200 263044
